"index","r_odds","b_odds","weight_class"
4215,270,-330,"Lightweight"
4216,-650,475,"Middleweight"
4217,-155,135,"Middleweight"
4218,173,-205,"Welterweight"
4219,-650,550,"Welterweight"
4220,-150,140,"Heavyweight"
4221,-210,190,"Lightweight"
4222,295,-325,"Welterweight"
4223,-320,290,"Lightweight"
4224,-235,195,"Welterweight"
4225,-185,160,"Welterweight"
4226,-220,180,"Middleweight"
4227,-160,140,"Light Heavyweight"
4228,-230,190,"Welterweight"
4229,215,-235,"Light Heavyweight"
4230,-250,230,"Heavyweight"
4231,-345,315,"Heavyweight"
4232,-120,100,"Middleweight"
4233,-420,335,"Lightweight"
4234,145,-165,"Light Heavyweight"
4235,-155,135,"Lightweight"
4236,-210,175,"Welterweight"
4237,-260,220,"Heavyweight"
4238,-420,335,"Welterweight"
4239,140,-160,"Light Heavyweight"
