"index","r_odds","b_odds","weight_class"
1696,375,-470,"Welterweight"
1697,-280,240,"Middleweight"
1698,125,-145,"Bantamweight"
1699,425,-550,"Welterweight"
1700,-110,-110,"Bantamweight"
1701,-145,125,"Heavyweight"
1702,-265,225,"Heavyweight"
1703,345,-430,"Welterweight"
1704,150,-170,"Bantamweight"
1705,-130,110,"Women's Strawweight"
1706,-125,105,"Women's Bantamweight"
1707,-220,180,"Middleweight"
1708,-550,425,"Lightweight"
1709,-150,130,"Lightweight"
1710,-130,110,"Welterweight"
1711,110,-130,"Heavyweight"
1712,-700,500,"Light Heavyweight"
1713,-170,150,"Light Heavyweight"
1714,-335,275,"Lightweight"
1715,110,-130,"Welterweight"
1716,170,-200,"Welterweight"
1717,-240,200,"Women's Bantamweight"
1718,-160,140,"Bantamweight"
1719,-135,115,"Heavyweight"
1720,-105,-115,"Middleweight"
1721,-450,360,"Lightweight"
1722,115,-135,"Welterweight"
1723,-165,145,"Featherweight"
1724,-210,175,"Women's Strawweight"
1725,-140,120,"Lightweight"
1726,-270,230,"Middleweight"
1727,115,-135,"Featherweight"
1728,270,-330,"Middleweight"
1729,-160,140,"Lightweight"
1730,-320,290,"Lightweight"
1731,-145,125,"Lightweight"
1732,115,-135,"Welterweight"
1733,-240,200,"Light Heavyweight"
1734,120,-140,"Welterweight"
1735,-275,235,"Welterweight"
1736,-420,335,"Welterweight"
1737,-525,415,"Bantamweight"
1738,-320,260,"Women's Bantamweight"
1739,-140,120,"Featherweight"
1740,-155,135,"Women's Strawweight"
1741,-140,120,"Welterweight"
1742,-420,335,"Welterweight"
1743,145,-165,"Middleweight"
1744,-335,275,"Featherweight"
1745,-300,250,"Featherweight"
1746,-175,155,"Middleweight"
1747,-110,-110,"Welterweight"
1748,110,-130,"Middleweight"
1749,-275,235,"Women's Strawweight"
1750,-150,130,"Welterweight"
1751,-110,-110,"Heavyweight"
1752,-140,120,"Lightweight"
1753,-230,190,"Featherweight"
1754,-330,270,"Featherweight"
1755,100,-120,"Heavyweight"
1756,-120,100,"Welterweight"
1757,-190,165,"Women's Strawweight"
1758,-310,255,"Welterweight"
1759,130,-150,"Bantamweight"
1760,-105,-115,"Flyweight"
1761,-240,200,"Light Heavyweight"
1762,225,-265,"Welterweight"
1763,-135,115,"Heavyweight"
1764,-360,300,"Flyweight"
1765,-235,195,"Welterweight"
1766,-105,-115,"Lightweight"
1767,-190,165,"Women's Bantamweight"
1768,-255,215,"Lightweight"
1769,-600,450,"Heavyweight"
1770,125,-145,"Women's Strawweight"
1771,-155,135,"Bantamweight"
1772,-240,200,"Featherweight"
1773,-250,210,"Welterweight"
1774,-220,180,"Lightweight"
1775,-220,180,"Welterweight"
1776,-120,100,"Featherweight"
1777,105,-125,"Heavyweight"
1778,-115,-105,"Bantamweight"
1779,-800,550,"Lightweight"
1780,205,-245,"Middleweight"
1781,-185,160,"Heavyweight"
1782,-155,135,"Welterweight"
1783,105,-125,"Flyweight"
1784,-170,150,"Women's Bantamweight"
1785,235,-275,"Middleweight"
1786,140,-160,"Women's Strawweight"
1787,-260,220,"Lightweight"
1788,150,-170,"Bantamweight"
1789,-220,180,"Middleweight"
1790,265,-325,"Women's Bantamweight"
1791,140,-160,"Heavyweight"
1792,-430,345,"Light Heavyweight"
1793,120,-140,"Featherweight"
1794,-355,295,"Heavyweight"
1795,-175,155,"Women's Bantamweight"
1796,-105,-115,"Welterweight"
1797,-420,335,"Bantamweight"
1798,-490,390,"Lightweight"
1799,-125,105,"Lightweight"
1800,-290,245,"Middleweight"
1801,-290,245,"Lightweight"
1802,-130,110,"Women's Strawweight"
1803,-160,140,"Light Heavyweight"
1804,-370,310,"Women's Strawweight"
1805,305,-365,"Lightweight"
1806,-220,180,"Featherweight"
1807,115,-135,"Lightweight"
1808,-165,145,"Featherweight"
1809,-140,120,"Flyweight"
1810,-145,125,"Light Heavyweight"
1811,-115,-105,"Middleweight"
1812,-160,140,"Lightweight"
1813,-310,255,"Welterweight"
1814,-290,245,"Lightweight"
1815,-130,110,"Heavyweight"
1816,-145,125,"Welterweight"
1817,-440,390,"Lightweight"
1818,-125,105,"Welterweight"
1819,-130,110,"Lightweight"
1820,-250,210,"Bantamweight"
1821,200,-240,"Bantamweight"
1822,-155,135,"Bantamweight"
1823,-265,225,"Lightweight"
1824,105,-125,"Bantamweight"
1825,-375,313,"Welterweight"
1826,-105,-115,"Welterweight"
1827,-170,150,"Welterweight"
1828,-135,115,"Light Heavyweight"
1829,-470,375,"Lightweight"
1830,-150,130,"Women's Flyweight"
1831,-115,-105,"Lightweight"
1832,-220,180,"Light Heavyweight"
1833,-170,150,"Middleweight"
1834,105,-125,"Bantamweight"
1835,-235,195,"Middleweight"
1836,-115,-105,"Women's Strawweight"
1837,-235,195,"Welterweight"
1838,-260,220,"Flyweight"
1839,-750,525,"Middleweight"
1840,-380,315,"Bantamweight"
1841,-270,230,"Featherweight"
1842,265,-325,"Middleweight"
1843,-185,160,"Lightweight"
1844,-235,195,"Featherweight"
1845,-140,120,"Lightweight"
1846,110,-130,"Women's Strawweight"
1847,-165,145,"Featherweight"
1848,-110,-110,"Welterweight"
1849,-165,145,"Light Heavyweight"
1850,120,-140,"Middleweight"
1851,-115,-105,"Lightweight"
1852,-200,170,"Bantamweight"
1853,-150,130,"Featherweight"
1854,115,-135,"Welterweight"
1855,125,-145,"Middleweight"
1856,-115,-105,"Welterweight"
1857,245,-290,"Lightweight"
1858,-125,105,"Women's Bantamweight"
1859,-320,260,"Lightweight"
1860,110,-130,"Middleweight"
1861,120,-140,"Lightweight"
1862,-310,255,"Bantamweight"
1863,245,-290,"Heavyweight"
1864,-185,160,"Heavyweight"
1865,-280,240,"Middleweight"
1866,-1500,1200,"Catch Weight"
1867,140,-160,"Light Heavyweight"
1868,-600,450,"Welterweight"
1869,-350,290,"Welterweight"
1870,-360,300,"Middleweight"
1871,-275,235,"Lightweight"
1872,-145,125,"Bantamweight"
1873,195,-235,"Light Heavyweight"
1874,-430,345,"Welterweight"
1875,100,-120,"Featherweight"
1876,-240,200,"Heavyweight"
1877,185,-225,"Heavyweight"
1878,-155,135,"Welterweight"
1879,-400,325,"Women's Bantamweight"
1880,-200,170,"Light Heavyweight"
1881,-320,260,"Women's Strawweight"
1882,-165,145,"Lightweight"
1883,-250,210,"Middleweight"
1884,-110,-110,"Lightweight"
1885,-160,140,"Lightweight"
1886,-600,450,"Flyweight"
1887,-270,230,"Welterweight"
1888,-135,115,"Flyweight"
1889,-720,510,"Light Heavyweight"
1890,-340,280,"Flyweight"
1891,-190,165,"Lightweight"
1892,-325,265,"Middleweight"
1893,-110,-110,"Featherweight"
1894,-225,185,"Flyweight"
1895,-355,295,"Welterweight"
1896,-190,165,"Women's Strawweight"
1897,170,-200,"Lightweight"
1898,160,-185,"Heavyweight"
1899,-120,100,"Light Heavyweight"
1900,300,-360,"Lightweight"
1901,-225,185,"Light Heavyweight"
1902,-160,140,"Women's Strawweight"
1903,-1000,650,"Catch Weight"
1904,-115,-105,"Featherweight"
1905,-165,145,"Lightweight"
1906,180,-220,"Women's Bantamweight"
1907,100,-120,"Welterweight"
1908,125,-145,"Welterweight"
1909,-450,400,"Bantamweight"
1910,-185,160,"Middleweight"
1911,125,-145,"Welterweight"
1912,-105,-115,"Heavyweight"
1913,-150,130,"Heavyweight"
1914,140,-160,"Heavyweight"
1915,-110,-110,"Heavyweight"
1916,280,-340,"Light Heavyweight"
1917,-170,150,"Women's Strawweight"
1918,-105,-115,"Welterweight"
1919,-150,130,"Bantamweight"
1920,-320,260,"Lightweight"
1921,-110,100,"Bantamweight"
1922,-110,-110,"Featherweight"
1923,-135,115,"Heavyweight"
1924,155,-175,"Middleweight"
1925,-150,130,"Heavyweight"
1926,100,-120,"Welterweight"
1927,105,-125,"Lightweight"
1928,385,-485,"Middleweight"
1929,-255,215,"Light Heavyweight"
1930,-110,-110,"Women's Strawweight"
1931,415,-525,"Welterweight"
1932,-160,150,"Featherweight"
1933,-130,110,"Women's Bantamweight"
1934,-125,105,"Welterweight"
1935,-105,-115,"Lightweight"
1936,-300,250,"Lightweight"
1937,-425,340,"Welterweight"
1938,-300,250,"Women's Bantamweight"
1939,160,-185,"Light Heavyweight"
1940,-250,210,"Light Heavyweight"
1941,-105,-115,"Women's Bantamweight"
1942,-335,275,"Welterweight"
1943,-225,185,"Welterweight"
1944,-300,250,"Middleweight"
1945,155,-175,"Featherweight"
1946,160,-185,"Lightweight"
1947,-190,165,"Lightweight"
1948,-175,155,"Featherweight"
1949,-275,235,"Middleweight"
1950,-300,250,"Middleweight"
1951,-1165,750,"Welterweight"
1952,-155,135,"Bantamweight"
1953,160,-185,"Featherweight"
1954,-185,160,"Bantamweight"
1955,-360,300,"Middleweight"
1956,-340,280,"Featherweight"
1957,135,-155,"Middleweight"
1958,170,-200,"Lightweight"
1959,-110,-110,"Heavyweight"
1960,100,-110,"Lightweight"
1961,-115,-105,"Lightweight"
1962,-270,230,"Welterweight"
1963,-365,305,"Middleweight"
1964,-450,360,"Catch Weight"
1965,-355,295,"Featherweight"
1966,-225,185,"Middleweight"
1967,-185,160,"Lightweight"
1968,-105,-115,"Welterweight"
1969,-130,110,"Middleweight"
1970,-135,115,"Middleweight"
1971,-260,220,"Welterweight"
1972,-190,165,"Women's Bantamweight"
1973,-310,255,"Women's Bantamweight"
1974,105,-125,"Heavyweight"
1975,-290,245,"Welterweight"
1976,-115,-105,"Heavyweight"
1977,-420,335,"Light Heavyweight"
1978,-420,335,"Flyweight"
1979,-700,500,"Light Heavyweight"
1980,135,-155,"Welterweight"
1981,-130,110,"Lightweight"
1982,-105,-115,"Heavyweight"
1983,-185,160,"Flyweight"
1984,-350,290,"Featherweight"
1985,-525,450,"Welterweight"
1986,-135,115,"Featherweight"
1987,-250,210,"Light Heavyweight"
1988,-140,120,"Heavyweight"
1989,150,-170,"Bantamweight"
1990,-275,235,"Welterweight"
1991,-265,225,"Welterweight"
1992,-260,220,"Lightweight"
1993,-175,155,"Middleweight"
1994,-275,235,"Flyweight"
1995,-115,-105,"Welterweight"
1996,-290,245,"Featherweight"
1997,125,-145,"Welterweight"
1998,295,-355,"Featherweight"
1999,-155,135,"Lightweight"
2000,-155,135,"Bantamweight"
2001,-360,300,"Lightweight"
2002,-170,150,"Heavyweight"
2003,-150,130,"Lightweight"
2004,130,-150,"Welterweight"
2005,-170,150,"Light Heavyweight"
2006,-470,375,"Lightweight"
2007,-125,105,"Featherweight"
2008,-240,200,"Lightweight"
2009,-265,245,"Light Heavyweight"
2010,-255,215,"Featherweight"
2011,-220,180,"Bantamweight"
2012,140,-160,"Light Heavyweight"
2013,-115,-105,"Welterweight"
2014,-240,220,"Heavyweight"
2015,210,-250,"Welterweight"
2016,145,-165,"Featherweight"
2017,135,-155,"Lightweight"
2018,-600,450,"Bantamweight"
2019,-370,310,"Welterweight"
2020,-220,180,"Women's Strawweight"
2021,-220,180,"Lightweight"
2022,130,-150,"Lightweight"
2023,120,-140,"Bantamweight"
2024,-165,145,"Welterweight"
2025,-170,150,"Lightweight"
2026,-235,195,"Heavyweight"
2027,-360,300,"Lightweight"
2028,-165,145,"Women's Strawweight"
2029,145,-165,"Featherweight"
2030,-440,350,"Middleweight"
2031,-115,-105,"Women's Bantamweight"
2032,-220,180,"Middleweight"
2033,-140,120,"Lightweight"
2034,-110,-110,"Featherweight"
2035,-240,200,"Welterweight"
2036,110,-130,"Welterweight"
2037,-140,120,"Heavyweight"
2038,-115,-105,"Featherweight"
2039,-150,130,"Middleweight"
2040,-140,120,"Middleweight"
2041,105,-125,"Welterweight"
2042,-450,360,"Featherweight"
2043,-490,390,"Bantamweight"
2044,-290,245,"Women's Strawweight"
2045,105,-125,"Welterweight"
2046,475,-650,"Lightweight"
2047,300,-360,"Lightweight"
2048,-170,150,"Lightweight"
2049,-165,145,"Welterweight"
2050,-135,115,"Featherweight"
2051,-165,145,"Lightweight"
2052,130,-150,"Lightweight"
2053,165,-190,"Lightweight"
2054,-275,235,"Featherweight"
2055,105,-125,"Lightweight"
2056,120,-140,"Heavyweight"
2057,-220,180,"Welterweight"
2058,110,-130,"Flyweight"
2059,-145,125,"Lightweight"
2060,120,-140,"Women's Strawweight"
2061,130,-150,"Lightweight"
2062,-1000,650,"Lightweight"
2063,-225,185,"Middleweight"
2064,-410,330,"Welterweight"
2065,-145,125,"Welterweight"
2066,-310,255,"Middleweight"
2067,-640,470,"Bantamweight"
2068,-170,150,"Welterweight"
2069,-150,140,"Welterweight"
2070,-355,295,"Featherweight"
2071,-360,300,"Women's Strawweight"
2072,-230,190,"Welterweight"
2073,-800,550,"Welterweight"
2074,-145,125,"Welterweight"
2075,-250,210,"Featherweight"
2076,105,-125,"Middleweight"
2077,-115,-105,"Featherweight"
2078,270,-330,"Lightweight"
2079,120,-140,"Women's Strawweight"
2080,135,-155,"Flyweight"
2081,-160,140,"Bantamweight"
2082,-130,110,"Welterweight"
2083,270,-330,"Welterweight"
2084,-440,350,"Featherweight"
2085,425,-550,"Flyweight"
2086,-230,190,"Welterweight"
2087,-210,175,"Lightweight"
2088,130,-150,"Lightweight"
2089,-150,130,"Bantamweight"
2090,155,-175,"Welterweight"
2091,115,-135,"Bantamweight"
2092,190,-230,"Featherweight"
2093,-170,150,"Welterweight"
2094,-190,165,"Lightweight"
2095,115,-135,"Lightweight"
2096,-750,525,"Women's Bantamweight"
2097,-1400,925,"Women's Strawweight"
2098,-290,245,"Heavyweight"
2099,-155,135,"Middleweight"
2100,-160,140,"Heavyweight"
2101,-1000,650,"Lightweight"
2102,205,-245,"Welterweight"
2103,450,-600,"Light Heavyweight"
2104,-135,115,"Flyweight"
2105,230,-270,"Middleweight"
2106,-420,335,"Welterweight"
2107,-400,325,"Welterweight"
2108,-130,110,"Flyweight"
2109,-320,270,"Middleweight"
2110,-525,415,"Light Heavyweight"
2111,-525,415,"Bantamweight"
2112,-280,240,"Lightweight"
2113,155,-175,"Lightweight"
2114,500,-700,"Light Heavyweight"
2115,-130,110,"Lightweight"
2116,170,-200,"Lightweight"
2117,-170,160,"Featherweight"
2118,160,-185,"Featherweight"
2119,110,-130,"Welterweight"
2120,-170,150,"Bantamweight"
2121,165,-190,"Bantamweight"
2122,160,-185,"Flyweight"
2123,-240,200,"Lightweight"
2124,125,-145,"Welterweight"
2125,-130,110,"Flyweight"
2126,-550,425,"Lightweight"
2127,100,-120,"Women's Strawweight"
2128,-145,125,"Middleweight"
2129,240,-280,"Welterweight"
2130,-155,135,"Featherweight"
2131,-330,270,"Middleweight"
2132,-255,215,"Light Heavyweight"
2133,115,-135,"Light Heavyweight"
2134,165,-190,"Heavyweight"
2135,-340,280,"Flyweight"
2136,220,-260,"Women's Bantamweight"
2137,-270,230,"Featherweight"
2138,220,-260,"Welterweight"
2139,110,-130,"Lightweight"
2140,-265,245,"Women's Strawweight"
2141,375,-470,"Lightweight"
2142,170,-200,"Flyweight"
2143,150,-170,"Heavyweight"
2144,-345,285,"Heavyweight"
2145,-400,325,"Middleweight"
2146,-420,335,"Flyweight"
2147,-240,200,"Bantamweight"
2148,210,-230,"Featherweight"
2149,-290,245,"Featherweight"
2150,255,-310,"Welterweight"
2151,-365,305,"Lightweight"
2152,260,-320,"Lightweight"
2153,-115,-105,"Welterweight"
2154,-560,430,"Flyweight"
2155,-155,135,"Heavyweight"
2156,-750,525,"Light Heavyweight"
2157,-105,-115,"Light Heavyweight"
2158,-1500,1000,"Women's Strawweight"
2159,350,-440,"Lightweight"
2160,130,-150,"Bantamweight"
2161,-170,150,"Women's Bantamweight"
2162,-145,125,"Featherweight"
2163,195,-235,"Middleweight"
2164,105,-125,"Lightweight"
2165,-255,215,"Featherweight"
2166,170,-200,"Welterweight"
2167,150,-170,"Welterweight"
2168,-460,365,"Lightweight"
2169,-200,170,"Lightweight"
2170,-265,225,"Women's Strawweight"
2171,135,-145,"Lightweight"
2172,220,-260,"Bantamweight"
2173,-150,130,"Light Heavyweight"
2174,140,-160,"Flyweight"
2175,210,-250,"Lightweight"
2176,-570,435,"Light Heavyweight"
2177,120,-140,"Light Heavyweight"
2178,-140,120,"Lightweight"
2179,-380,315,"Middleweight"
2180,-245,205,"Heavyweight"
2181,-260,220,"Women's Bantamweight"
2182,-440,350,"Flyweight"
2183,-320,260,"Middleweight"
2184,-135,115,"Middleweight"
2185,-480,383,"Flyweight"
2186,105,-125,"Bantamweight"
2187,105,-125,"Light Heavyweight"
2188,-125,105,"Bantamweight"
2189,775,-1200,"Lightweight"
2190,-1700,1100,"Women's Bantamweight"
2191,-230,190,"Light Heavyweight"
2192,-210,175,"Lightweight"
2193,360,-450,"Bantamweight"
2194,-175,155,"Heavyweight"
2195,160,-185,"Heavyweight"
2196,-450,360,"Women's Strawweight"
2197,-240,200,"Welterweight"
2198,165,-190,"Light Heavyweight"
2199,-340,280,"Welterweight"
2200,-250,210,"Bantamweight"
2201,120,-140,"Middleweight"
2202,-600,450,"Bantamweight"
2203,-200,170,"Bantamweight"
2204,-200,170,"Women's Bantamweight"
2205,-155,135,"Lightweight"
2206,-310,255,"Lightweight"
2207,-220,180,"Light Heavyweight"
2208,-140,120,"Lightweight"
2209,-135,115,"Welterweight"
2210,-140,120,"Bantamweight"
2211,-200,170,"Lightweight"
2212,-155,135,"Lightweight"
2213,130,-150,"Women's Bantamweight"
2214,-380,340,"Middleweight"
2215,-135,115,"Middleweight"
2216,-245,205,"Lightweight"
2217,-1000,650,"Lightweight"
2218,-230,190,"Women's Strawweight"
2219,-400,325,"Welterweight"
2220,-225,185,"Lightweight"
2221,-145,125,"Flyweight"
2222,-235,195,"Light Heavyweight"
2223,120,-140,"Lightweight"
2224,-160,140,"Featherweight"
2225,130,-140,"Bantamweight"
2226,-130,120,"Heavyweight"
2227,165,-190,"Heavyweight"
2228,230,-270,"Lightweight"
2229,-255,215,"Women's Bantamweight"
2230,170,-200,"Bantamweight"
2231,-315,285,"Lightweight"
2232,-500,400,"Welterweight"
2233,-265,225,"Featherweight"
2234,-500,400,"Women's Bantamweight"
2235,115,-135,"Bantamweight"
2236,375,-470,"Welterweight"
2237,120,-140,"Middleweight"
2238,230,-270,"Welterweight"
2239,205,-245,"Welterweight"
2240,-240,200,"Welterweight"
2241,160,-185,"Welterweight"
2242,-200,170,"Welterweight"
2243,650,-1000,"Women's Strawweight"
2244,155,-175,"Featherweight"
2245,100,-120,"Middleweight"
2246,-470,375,"Bantamweight"
2247,-105,-115,"Middleweight"
2248,-250,210,"Welterweight"
2249,120,-130,"Flyweight"
2250,165,-190,"Featherweight"
2251,145,-165,"Welterweight"
2252,-245,205,"Featherweight"
2253,150,-170,"Welterweight"
2254,500,-700,"Bantamweight"
2255,-150,130,"Welterweight"
2256,375,-470,"Welterweight"
2257,-135,115,"Welterweight"
2258,-1000,650,"Bantamweight"
2259,115,-135,"Flyweight"
2260,-250,210,"Lightweight"
2261,-165,145,"Middleweight"
2262,150,-170,"Welterweight"
2263,-170,150,"Middleweight"
2264,-175,155,"Middleweight"
2265,-145,125,"Featherweight"
2266,-425,340,"Welterweight"
2267,-190,165,"Welterweight"
2268,100,-120,"Welterweight"
2269,-115,-105,"Bantamweight"
2270,-900,600,"Women's Strawweight"
2271,-150,130,"Featherweight"
2272,-370,310,"Welterweight"
2273,-150,130,"Lightweight"
2274,-260,240,"Featherweight"
2275,-160,140,"Lightweight"
2276,-165,145,"Featherweight"
2277,-190,165,"Featherweight"
2278,-235,195,"Middleweight"
2279,100,-120,"Lightweight"
2280,240,-280,"Bantamweight"
2281,-460,365,"Heavyweight"
2282,-170,150,"Lightweight"
2283,-500,400,"Middleweight"
2284,155,-175,"Featherweight"
2285,-235,195,"Women's Strawweight"
2286,-1275,825,"Flyweight"
2287,120,-140,"Lightweight"
2288,-160,150,"Bantamweight"
2289,415,-525,"Lightweight"
2290,-110,-110,"Welterweight"
2291,215,-255,"Featherweight"
2292,-185,160,"Middleweight"
2293,145,-165,"Heavyweight"
2294,-250,230,"Lightweight"
2295,-145,125,"Featherweight"
2296,-200,170,"Bantamweight"
2297,-135,125,"Bantamweight"
2298,-115,-105,"Heavyweight"
2299,115,-135,"Welterweight"
2300,-170,150,"Lightweight"
2301,-210,175,"Lightweight"
2302,-175,155,"Middleweight"
2303,150,-170,"Bantamweight"
2304,-350,290,"Welterweight"
2305,225,-265,"Featherweight"
2306,160,-185,"Welterweight"
2307,235,-275,"Light Heavyweight"
2308,215,-255,"Lightweight"
2309,-130,110,"Welterweight"
2310,-150,130,"Featherweight"
2311,-105,-115,"Flyweight"
2312,230,-270,"Welterweight"
2313,345,-430,"Featherweight"
2314,-170,150,"Women's Strawweight"
2315,135,-155,"Welterweight"
2316,-120,100,"Light Heavyweight"
2317,-420,335,"Middleweight"
2318,-700,500,"Lightweight"
2319,-500,400,"Heavyweight"
2320,-750,525,"Flyweight"
2321,-800,550,"Flyweight"
2322,-210,175,"Welterweight"
2323,-420,335,"Middleweight"
2324,265,-325,"Welterweight"
2325,-500,400,"Lightweight"
2326,-500,400,"Flyweight"
2327,-550,425,"Featherweight"
2328,-800,550,"Middleweight"
2329,115,-135,"Middleweight"
2330,105,-125,"Welterweight"
2331,135,-155,"Featherweight"
2332,320,-390,"Featherweight"
2333,190,-230,"Lightweight"
2334,-115,-105,"Lightweight"
2335,130,-140,"Welterweight"
2336,-140,120,"Bantamweight"
2337,130,-150,"Flyweight"
2338,-270,230,"Flyweight"
2339,-235,195,"Heavyweight"
2340,-135,115,"Middleweight"
2341,-130,120,"Light Heavyweight"
2342,-190,165,"Lightweight"
2343,-290,245,"Featherweight"
2344,-110,-110,"Welterweight"
2345,300,-360,"Middleweight"
2346,-220,180,"Women's Strawweight"
2347,-130,110,"Middleweight"
2348,210,-250,"Women's Strawweight"
2349,-140,120,"Welterweight"
2350,-230,190,"Flyweight"
2351,-980,640,"Flyweight"
2352,-170,150,"Catch Weight"
2353,-145,125,"Middleweight"
2354,-110,-110,"Catch Weight"
2355,335,-420,"Bantamweight"
2356,-260,220,"Welterweight"
2357,178,-215,"Women's Bantamweight"
2358,-420,335,"Lightweight"
2359,-340,280,"Lightweight"
2360,-210,175,"Welterweight"
2361,105,-125,"Women's Strawweight"
2362,-275,235,"Women's Strawweight"
2363,125,-145,"Middleweight"
2364,-1600,1050,"Middleweight"
2365,-155,135,"Featherweight"
2366,100,-120,"Women's Strawweight"
2367,145,-165,"Lightweight"
2368,-105,-115,"Light Heavyweight"
2369,-400,325,"Light Heavyweight"
2370,285,-345,"Bantamweight"
2371,135,-155,"Welterweight"
2372,-140,120,"Featherweight"
2373,-370,310,"Middleweight"
2374,-220,180,"Heavyweight"
2375,100,-120,"Light Heavyweight"
2376,190,-230,"Welterweight"
2377,-550,425,"Women's Strawweight"
2378,150,-170,"Welterweight"
2379,-135,115,"Middleweight"
2380,-550,425,"Welterweight"
2381,-135,115,"Featherweight"
2382,-135,115,"Heavyweight"
2383,185,-225,"Women's Strawweight"
2384,135,-155,"Lightweight"
2385,-150,130,"Featherweight"
2386,-460,365,"Featherweight"
2387,-110,-110,"Lightweight"
2388,-420,335,"Lightweight"
2389,-400,325,"Women's Bantamweight"
2390,-245,205,"Featherweight"
2391,-150,130,"Lightweight"
2392,100,-120,"Women's Bantamweight"
2393,120,-140,"Lightweight"
2394,-260,220,"Heavyweight"
2395,160,-185,"Middleweight"
2396,-105,-115,"Welterweight"
2397,-460,365,"Welterweight"
2398,140,-160,"Lightweight"
2399,-750,525,"Women's Bantamweight"
2400,-800,550,"Lightweight"
2401,265,-325,"Featherweight"
2402,-200,170,"Lightweight"
2403,-255,215,"Featherweight"
2404,-145,125,"Lightweight"
2405,-170,150,"Lightweight"
2406,175,-210,"Lightweight"
2407,135,-155,"Flyweight"
2408,-450,400,"Lightweight"
2409,-160,140,"Women's Strawweight"
2410,-380,340,"Welterweight"
2411,150,-160,"Heavyweight"
2412,600,-750,"Flyweight"
2413,-370,330,"Lightweight"
2414,-335,305,"Middleweight"
2415,-120,110,"Lightweight"
2416,-310,280,"Heavyweight"
2417,-660,540,"Flyweight"
2418,575,-710,"Lightweight"
2419,-125,115,"Women's Bantamweight"
2420,-660,540,"Women's Bantamweight"
2421,425,-550,"Women's Bantamweight"
2422,-140,130,"Welterweight"
2423,-250,230,"Welterweight"
2424,-240,220,"Lightweight"
2425,-260,240,"Middleweight"
2426,135,-145,"Bantamweight"
2427,150,-160,"Welterweight"
2428,-705,570,"Heavyweight"
2429,-200,185,"Lightweight"
2430,105,-115,"Featherweight"
2431,-155,145,"Heavyweight"
2432,-135,125,"Lightweight"
2433,-340,280,"Middleweight"
2434,-380,340,"Lightweight"
2435,-925,725,"Bantamweight"
2436,185,-200,"Welterweight"
2437,-270,248,"Women's Bantamweight"
2438,-410,365,"Welterweight"
2439,-225,205,"Featherweight"
2440,225,-245,"Bantamweight"
2441,-260,240,"Lightweight"
2442,155,-165,"Welterweight"
2443,-450,400,"Featherweight"
2444,-815,645,"Welterweight"
2445,105,-115,"Middleweight"
2446,145,-155,"Lightweight"
2447,-975,775,"Flyweight"
2448,155,-165,"Lightweight"
2449,-230,210,"Featherweight"
2450,110,-120,"Flyweight"
2451,-240,220,"Lightweight"
2452,-355,320,"Middleweight"
2453,-185,170,"Welterweight"
2454,170,-185,"Lightweight"
2455,-300,270,"Middleweight"
2456,-140,130,"Welterweight"
2457,165,-175,"Women's Bantamweight"
2458,540,-660,"Middleweight"
2459,-220,200,"Flyweight"
2460,-135,125,"Middleweight"
2461,145,-155,"Middleweight"
2462,-175,165,"Middleweight"
2463,-290,260,"Light Heavyweight"
2464,380,-430,"Middleweight"
2465,-190,175,"Light Heavyweight"
2466,-130,120,"Featherweight"
2467,140,-150,"Welterweight"
2468,165,-175,"Welterweight"
2469,-175,155,"Featherweight"
2470,-130,110,"Light Heavyweight"
2471,-1050,850,"Lightweight"
2472,-925,725,"Featherweight"
2473,380,-430,"Heavyweight"
2474,178,-215,"Flyweight"
2475,-975,775,"Featherweight"
2476,125,-135,"Lightweight"
2477,-1000,800,"Middleweight"
2478,140,-150,"Lightweight"
2479,160,-170,"Welterweight"
2480,167,-178,"Welterweight"
2481,505,-605,"Lightweight"
2482,-345,315,"Flyweight"
2483,-165,155,"Lightweight"
2484,-125,115,"Featherweight"
2485,215,-235,"Light Heavyweight"
2486,210,-230,"Flyweight"
2487,-192,177,"Light Heavyweight"
2488,-125,115,"Lightweight"
2489,-130,120,"Middleweight"
2490,-525,450,"Flyweight"
2491,-840,660,"Welterweight"
2492,-255,235,"Lightweight"
2493,100,-110,"Bantamweight"
2494,-185,170,"Heavyweight"
2495,-705,570,"Lightweight"
2496,-200,185,"Welterweight"
2497,-220,200,"Women's Bantamweight"
2498,-860,675,"Middleweight"
2499,-1000,800,"Bantamweight"
2500,135,-145,"Light Heavyweight"
2501,115,-125,"Lightweight"
2502,-400,325,"Welterweight"
2503,-155,145,"Middleweight"
2504,-450,400,"Light Heavyweight"
2505,120,-130,"Featherweight"
2506,210,-230,"Featherweight"
2507,420,-475,"Bantamweight"
2508,160,-170,"Welterweight"
2509,165,-175,"Middleweight"
2510,-400,355,"Heavyweight"
2511,-275,250,"Lightweight"
2512,-200,185,"Heavyweight"
2513,120,-130,"Heavyweight"
2514,-280,240,"Women's Strawweight"
2515,-570,480,"Flyweight"
2516,230,-250,"Welterweight"
2517,-450,400,"Lightweight"
2518,-210,190,"Lightweight"
2519,-230,210,"Lightweight"
2520,-225,185,"Bantamweight"
2521,-270,248,"Bantamweight"
2522,-110,-110,"Women's Strawweight"
2523,-185,170,"Featherweight"
2524,200,-220,"Lightweight"
2525,230,-250,"Lightweight"
2526,130,-140,"Women's Strawweight"
2527,-345,285,"Women's Strawweight"
2528,-190,175,"Women's Strawweight"
