"index","r_odds","b_odds","gender"
1234,135,-155,"male"
1235,-420,335,"male"
1236,-1000,650,"male"
1237,-470,375,"male"
1238,-115,-105,"male"
1239,-192,177,"male"
1240,-200,170,"male"
1241,130,-150,"male"
1242,125,-145,"female"
1243,165,-190,"male"
1244,-400,325,"male"
1245,120,-140,"male"
1246,-115,-105,"male"
1247,-200,170,"female"
1248,260,-320,"female"
1249,-370,310,"male"
1250,180,-220,"male"
1251,175,-210,"male"
1252,450,-600,"male"
1253,-130,110,"male"
1254,-130,110,"male"
1255,-320,260,"female"
1256,-250,210,"male"
1257,-190,165,"male"
1258,-525,450,"male"
1259,-390,320,"male"
1260,-250,210,"male"
1261,125,-145,"male"
1262,325,-400,"male"
1263,485,-670,"male"
1264,155,-175,"male"
1265,155,-175,"male"
1266,180,-220,"female"
1267,-165,145,"male"
1268,-300,250,"male"
1269,-130,110,"male"
1270,-165,145,"male"
1271,240,-280,"male"
1272,-175,155,"male"
1273,190,-230,"male"
1274,-245,205,"male"
1275,100,-120,"male"
1276,185,-225,"male"
1277,265,-325,"male"
1278,-220,180,"male"
1279,-1250,800,"female"
1280,-155,135,"male"
1281,-175,155,"male"
1282,-105,-115,"male"
1283,110,-130,"male"
1284,160,-185,"male"
1285,-175,155,"male"
1286,155,-175,"female"
1287,125,-145,"male"
1288,255,-310,"male"
1289,135,-155,"male"
1290,-210,175,"male"
1291,175,-210,"male"
1292,-185,160,"male"
1293,-150,130,"male"
1294,-105,-115,"male"
1295,-175,155,"male"
1296,205,-245,"male"
1297,245,-290,"male"
1298,-235,195,"male"
1299,-280,240,"male"
1300,-700,500,"male"
1301,300,-360,"male"
1302,-174,164,"male"
1303,180,-220,"female"
1304,-185,160,"male"
1305,-500,400,"male"
1306,-145,125,"male"
1307,130,-140,"male"
1308,-190,165,"male"
1309,-350,290,"male"
1310,175,-210,"male"
1311,150,-170,"male"
1312,-350,290,"male"
1313,-225,185,"female"
1314,110,-130,"male"
1315,120,-140,"male"
1316,470,-640,"male"
1317,-235,195,"male"
1318,-265,225,"male"
1319,-290,245,"male"
1320,-550,425,"male"
1321,-160,140,"male"
1322,115,-135,"male"
1323,-245,205,"male"
1324,-250,210,"male"
1325,-165,145,"male"
1326,150,-170,"male"
1327,-350,290,"male"
1328,-115,-105,"male"
1329,-190,165,"male"
1330,-340,280,"female"
1331,-550,425,"male"
1332,125,-145,"male"
1333,-470,375,"female"
1334,285,-345,"male"
1335,125,-145,"male"
1336,125,-145,"male"
1337,140,-160,"female"
1338,-310,255,"male"
1339,115,-135,"male"
1340,290,-350,"male"
1341,315,-380,"male"
1342,360,-450,"male"
1343,-135,115,"male"
1344,-125,105,"male"
1345,-160,140,"male"
1346,-570,435,"female"
1347,190,-230,"male"
1348,200,-240,"male"
1349,170,-200,"male"
1350,325,-360,"male"
1351,300,-360,"male"
1352,-320,260,"male"
1353,-525,415,"male"
1354,-120,100,"male"
1355,-275,235,"male"
1356,100,-120,"female"
1357,-150,130,"male"
1358,-250,210,"male"
1359,-145,125,"male"
1360,-305,275,"male"
1361,-170,160,"male"
1362,-580,440,"male"
1363,105,-125,"male"
1364,175,-210,"male"
1365,-210,175,"male"
1366,310,-370,"male"
1367,-200,170,"female"
1368,-145,125,"male"
1369,-280,240,"female"
1370,-180,158,"male"
1371,-265,225,"male"
1372,120,-140,"male"
1373,220,-260,"male"
1374,-110,-110,"male"
1375,-380,315,"male"
1376,-180,158,"female"
1377,-260,220,"male"
1378,-300,250,"male"
1379,375,-470,"male"
1380,-135,115,"male"
1381,-275,235,"male"
1382,275,-335,"male"
1383,-165,145,"male"
1384,-670,485,"male"
1385,130,-150,"male"
1386,135,-155,"male"
1387,-130,110,"male"
1388,-275,235,"male"
1389,-290,245,"male"
1390,-165,145,"male"
1391,-190,165,"female"
1392,-115,-105,"male"
1393,-140,120,"male"
1394,-170,150,"male"
1395,110,-130,"male"
1396,-110,-110,"male"
1397,-110,-110,"male"
1398,-355,320,"male"
1399,140,-160,"female"
1400,-135,115,"male"
1401,315,-380,"male"
1402,-600,450,"male"
1403,-420,335,"male"
1404,-160,140,"male"
1405,-400,325,"male"
1406,145,-165,"male"
1407,105,-125,"male"
1408,-125,105,"male"
1409,-120,100,"male"
1410,-280,240,"male"
1411,-110,-110,"female"
1412,-290,245,"female"
1413,-330,270,"male"
1414,130,-150,"male"
1415,-1100,700,"male"
1416,110,-130,"female"
1417,-265,225,"male"
1418,-170,150,"male"
1419,-155,135,"male"
1420,650,-1000,"male"
1421,270,-330,"male"
1422,160,-185,"male"
1423,-400,325,"male"
1424,-140,120,"male"
1425,270,-330,"male"
1426,-550,425,"male"
1427,-165,145,"female"
1428,120,-140,"male"
1429,-105,-115,"male"
1430,-280,240,"female"
1431,110,-130,"male"
1432,-220,180,"male"
1433,-450,360,"male"
1434,-290,245,"male"
1435,-255,215,"male"
1436,-105,-115,"male"
1437,-290,245,"male"
1438,-200,170,"male"
1439,-135,115,"female"
1440,470,-640,"male"
1441,-145,125,"male"
1442,-335,275,"male"
1443,-150,130,"male"
1444,-115,-105,"male"
1445,-550,425,"male"
1446,-210,175,"male"
1447,170,-200,"male"
1448,100,-120,"male"
1449,-175,155,"male"
1450,135,-155,"male"
1451,-400,325,"female"
1452,285,-345,"male"
1453,-155,135,"male"
1454,-160,140,"male"
1455,110,-130,"male"
1456,-110,-110,"female"
1457,175,-210,"male"
1458,150,-170,"male"
1459,-200,170,"male"
1460,-240,200,"male"
1461,-300,250,"male"
1462,105,-125,"male"
1463,280,-340,"male"
1464,120,-140,"male"
1465,-360,300,"male"
1466,-245,205,"male"
1467,150,-170,"female"
1468,-130,110,"male"
1469,-175,155,"male"
1470,-750,525,"male"
1471,130,-150,"male"
1472,-145,125,"male"
1473,-140,120,"male"
1474,-150,130,"male"
1475,-105,-115,"male"
1476,110,-130,"male"
1477,130,-160,"male"
1478,-105,-115,"male"
1479,-800,550,"female"
1480,-370,310,"male"
1481,265,-325,"male"
1482,-260,200,"female"
1483,-275,235,"male"
1484,145,-165,"male"
1485,-300,250,"male"
1486,100,-130,"female"
1487,100,-120,"male"
1488,-600,450,"male"
1489,-230,190,"male"
1490,-450,360,"male"
1491,-145,115,"male"
1492,485,-670,"male"
1493,270,-330,"male"
1494,-175,155,"male"
1495,-325,250,"male"
1496,-185,160,"male"
1497,-380,315,"female"
1498,115,-135,"male"
1499,-420,335,"male"
1500,-270,230,"male"
1501,-800,550,"female"
1502,325,-400,"male"
1503,-350,290,"male"
1504,105,-125,"male"
1505,-450,317,"female"
1506,-105,-115,"male"
1507,145,-185,"male"
1508,-185,160,"female"
1509,-175,155,"male"
1510,335,-420,"male"
1511,115,-135,"male"
1512,120,-140,"male"
1513,-145,125,"male"
1514,110,-130,"male"
1515,165,-190,"male"
1516,-110,-110,"male"
1517,-130,110,"male"
1518,100,-120,"male"
1519,105,-125,"male"
1520,-350,290,"male"
1521,-140,120,"male"
1522,-135,115,"male"
1523,140,-160,"male"
1524,260,-320,"male"
1525,-160,140,"male"
1526,-140,120,"male"
1527,-170,150,"male"
1528,135,-175,"female"
1529,-155,135,"male"
1530,210,-250,"male"
1531,100,-120,"male"
1532,165,-190,"female"
1533,-245,205,"male"
1534,-230,190,"male"
1535,-145,125,"male"
1536,120,-140,"male"
1537,170,-200,"male"
1538,-120,100,"male"
1539,180,-220,"male"
1540,-155,135,"male"
1541,-140,120,"male"
1542,-110,-110,"female"
1543,140,-160,"male"
1544,-340,280,"male"
1545,125,-145,"male"
1546,-230,190,"male"
1547,-115,-105,"male"
1548,300,-360,"male"
1549,-135,115,"male"
1550,-195,168,"male"
1551,255,-310,"female"
1552,-170,150,"male"
1553,-125,105,"male"
1554,-160,140,"male"
1555,-300,250,"male"
1556,-300,250,"male"
1557,195,-235,"male"
1558,-125,105,"male"
1559,-170,150,"male"
1560,-115,-105,"male"
1561,-185,160,"male"
1562,-120,100,"female"
1563,-130,110,"male"
1564,135,-155,"male"
1565,180,-220,"male"
1566,-130,110,"male"
1567,-250,210,"male"
1568,-440,350,"male"
1569,-400,325,"male"
1570,-190,165,"male"
1571,-230,190,"female"
1572,-150,130,"male"
1573,170,-200,"male"
1574,-200,170,"male"
1575,165,-190,"male"
1576,220,-260,"male"
1577,130,-150,"male"
1578,-230,190,"female"
1579,-900,600,"male"
1580,-200,163,"male"
1581,175,-210,"male"
1582,-230,190,"male"
1583,-155,135,"female"
1584,-190,165,"male"
1585,145,-165,"male"
1586,-270,230,"male"
1587,-150,130,"male"
1588,-120,100,"female"
1589,-105,-115,"male"
1590,-105,-115,"male"
1591,100,-120,"male"
1592,-550,425,"male"
1593,-110,-110,"male"
1594,135,-155,"male"
1595,-105,-115,"male"
1596,-110,-110,"female"
1597,165,-190,"male"
1598,130,-150,"male"
1599,-135,115,"male"
1600,-140,120,"male"
1601,-145,125,"male"
1602,-110,-110,"male"
1603,115,-135,"male"
1604,-340,280,"male"
1605,-300,250,"male"
1606,-460,365,"female"
1607,-135,115,"male"
1608,175,-210,"male"
1609,-150,130,"male"
1610,110,-130,"male"
1611,-165,145,"male"
1612,-140,120,"male"
1613,-290,245,"male"
1614,135,-155,"male"
1615,-155,135,"male"
1616,-560,430,"male"
1617,-105,-115,"male"
1618,-150,130,"male"
1619,220,-260,"male"
1620,-250,210,"male"
1621,-200,170,"male"
1622,-145,125,"male"
1623,-140,120,"female"
1624,-140,130,"male"
1625,-170,150,"male"
1626,-225,185,"female"
1627,-220,180,"male"
1628,270,-330,"male"
1629,140,-160,"male"
1630,160,-185,"male"
1631,-400,325,"female"
1632,-220,180,"male"
1633,-140,120,"female"
1634,-325,265,"male"
1635,-345,285,"male"
1636,-145,125,"male"
1637,-125,105,"male"
1638,135,-155,"male"
1639,145,-165,"female"
1640,-140,120,"male"
1641,250,-300,"male"
1642,-110,-110,"male"
1643,-105,-115,"male"
1644,-115,-105,"male"
1645,-620,460,"female"
1646,-240,200,"male"
1647,-135,115,"male"
1648,125,-135,"male"
1649,-105,-115,"male"
1650,-165,145,"male"
1651,-155,135,"male"
1652,-550,425,"male"
1653,-260,220,"male"
1654,300,-360,"male"
1655,-145,125,"male"
1656,-190,165,"male"
1657,-580,440,"male"
1658,130,-150,"male"
1659,-190,165,"male"
1660,150,-170,"male"
1661,245,-290,"male"
1662,110,-130,"male"
1663,175,-210,"male"
1664,105,-125,"male"
1665,-320,260,"male"
1666,-260,220,"male"
1667,-525,450,"male"
1668,-135,115,"male"
1669,-150,130,"male"
1670,-145,125,"male"
1671,-125,105,"male"
1672,140,-160,"male"
1673,100,-120,"male"
1674,195,-235,"male"
1675,-115,-105,"female"
1676,-1000,650,"male"
1677,-640,470,"male"
1678,-420,335,"male"
1679,-155,135,"male"
1680,-800,550,"male"
1681,-110,-110,"male"
1682,-245,205,"male"
1683,-105,-115,"male"
1684,-210,175,"male"
1685,130,-150,"male"
1686,145,-165,"male"
1687,-580,440,"male"
1688,-140,120,"male"
1689,-165,145,"male"
1690,160,-185,"male"
1691,-340,280,"male"
1692,100,-120,"male"
1693,115,-135,"male"
1694,-150,130,"male"
1695,100,-120,"male"
1696,375,-470,"male"
1697,-280,240,"male"
1698,125,-145,"male"
1699,425,-550,"male"
1700,-110,-110,"male"
1701,-145,125,"male"
1702,-265,225,"male"
1703,345,-430,"male"
1704,150,-170,"male"
1705,-130,110,"female"
1706,-125,105,"female"
1707,-220,180,"male"
1708,-550,425,"male"
1709,-150,130,"male"
1710,-130,110,"male"
1711,110,-130,"male"
1712,-700,500,"male"
1713,-170,150,"male"
1714,-335,275,"male"
1715,110,-130,"male"
1716,170,-200,"male"
1717,-240,200,"female"
1718,-160,140,"male"
1719,-135,115,"male"
1720,-105,-115,"male"
1721,-450,360,"male"
1722,115,-135,"male"
1723,-165,145,"male"
1724,-210,175,"female"
1725,-140,120,"male"
1726,-270,230,"male"
1727,115,-135,"male"
1728,270,-330,"male"
1729,-160,140,"male"
1730,-320,290,"male"
1731,-145,125,"male"
1732,115,-135,"male"
1733,-240,200,"male"
1734,120,-140,"male"
1735,-275,235,"male"
1736,-420,335,"male"
1737,-525,415,"male"
1738,-320,260,"female"
1739,-140,120,"male"
1740,-155,135,"female"
1741,-140,120,"male"
1742,-420,335,"male"
1743,145,-165,"male"
1744,-335,275,"male"
1745,-300,250,"male"
1746,-175,155,"male"
1747,-110,-110,"male"
1748,110,-130,"male"
1749,-275,235,"female"
1750,-150,130,"male"
1751,-110,-110,"male"
1752,-140,120,"male"
1753,-230,190,"male"
1754,-330,270,"male"
1755,100,-120,"male"
1756,-120,100,"male"
1757,-190,165,"female"
1758,-310,255,"male"
1759,130,-150,"male"
1760,-105,-115,"male"
1761,-240,200,"male"
1762,225,-265,"male"
1763,-135,115,"male"
1764,-360,300,"male"
1765,-235,195,"male"
1766,-105,-115,"male"
1767,-190,165,"female"
1768,-255,215,"male"
1769,-600,450,"male"
1770,125,-145,"female"
1771,-155,135,"male"
1772,-240,200,"male"
1773,-250,210,"male"
1774,-220,180,"male"
1775,-220,180,"male"
1776,-120,100,"male"
1777,105,-125,"male"
1778,-115,-105,"male"
1779,-800,550,"male"
1780,205,-245,"male"
1781,-185,160,"male"
1782,-155,135,"male"
1783,105,-125,"male"
1784,-170,150,"female"
1785,235,-275,"male"
1786,140,-160,"female"
1787,-260,220,"male"
1788,150,-170,"male"
1789,-220,180,"male"
1790,265,-325,"female"
1791,140,-160,"male"
1792,-430,345,"male"
1793,120,-140,"male"
1794,-355,295,"male"
1795,-175,155,"female"
1796,-105,-115,"male"
1797,-420,335,"male"
1798,-490,390,"male"
1799,-125,105,"male"
1800,-290,245,"male"
1801,-290,245,"male"
1802,-130,110,"female"
1803,-160,140,"male"
1804,-370,310,"female"
1805,305,-365,"male"
1806,-220,180,"male"
1807,115,-135,"male"
1808,-165,145,"male"
1809,-140,120,"male"
1810,-145,125,"male"
1811,-115,-105,"male"
1812,-160,140,"male"
1813,-310,255,"male"
1814,-290,245,"male"
1815,-130,110,"male"
1816,-145,125,"male"
1817,-440,390,"male"
1818,-125,105,"male"
1819,-130,110,"male"
1820,-250,210,"male"
1821,200,-240,"male"
1822,-155,135,"male"
1823,-265,225,"male"
1824,105,-125,"male"
1825,-375,313,"male"
1826,-105,-115,"male"
1827,-170,150,"male"
1828,-135,115,"male"
1829,-470,375,"male"
1830,-150,130,"female"
1831,-115,-105,"male"
1832,-220,180,"male"
1833,-170,150,"male"
1834,105,-125,"male"
1835,-235,195,"male"
1836,-115,-105,"female"
1837,-235,195,"male"
1838,-260,220,"male"
1839,-750,525,"male"
1840,-380,315,"male"
1841,-270,230,"male"
1842,265,-325,"male"
1843,-185,160,"male"
1844,-235,195,"male"
1845,-140,120,"male"
1846,110,-130,"female"
1847,-165,145,"male"
1848,-110,-110,"male"
1849,-165,145,"male"
1850,120,-140,"male"
1851,-115,-105,"male"
1852,-200,170,"male"
1853,-150,130,"male"
1854,115,-135,"male"
1855,125,-145,"male"
1856,-115,-105,"male"
1857,245,-290,"male"
1858,-125,105,"female"
1859,-320,260,"male"
1860,110,-130,"male"
1861,120,-140,"male"
1862,-310,255,"male"
1863,245,-290,"male"
1864,-185,160,"male"
1865,-280,240,"male"
1866,-1500,1200,"male"
1867,140,-160,"male"
1868,-600,450,"male"
1869,-350,290,"male"
1870,-360,300,"male"
1871,-275,235,"male"
1872,-145,125,"male"
1873,195,-235,"male"
1874,-430,345,"male"
1875,100,-120,"male"
1876,-240,200,"male"
1877,185,-225,"male"
1878,-155,135,"male"
1879,-400,325,"female"
1880,-200,170,"male"
1881,-320,260,"female"
1882,-165,145,"male"
1883,-250,210,"male"
1884,-110,-110,"male"
1885,-160,140,"male"
1886,-600,450,"male"
1887,-270,230,"male"
1888,-135,115,"male"
1889,-720,510,"male"
1890,-340,280,"male"
1891,-190,165,"male"
1892,-325,265,"male"
1893,-110,-110,"male"
1894,-225,185,"male"
1895,-355,295,"male"
1896,-190,165,"female"
1897,170,-200,"male"
1898,160,-185,"male"
1899,-120,100,"male"
1900,300,-360,"male"
1901,-225,185,"male"
1902,-160,140,"female"
1903,-1000,650,"male"
1904,-115,-105,"male"
1905,-165,145,"male"
1906,180,-220,"female"
1907,100,-120,"male"
1908,125,-145,"male"
1909,-450,400,"male"
1910,-185,160,"male"
1911,125,-145,"male"
1912,-105,-115,"male"
1913,-150,130,"male"
1914,140,-160,"male"
1915,-110,-110,"male"
1916,280,-340,"male"
1917,-170,150,"female"
1918,-105,-115,"male"
1919,-150,130,"male"
1920,-320,260,"male"
1921,-110,100,"male"
1922,-110,-110,"male"
1923,-135,115,"male"
1924,155,-175,"male"
1925,-150,130,"male"
1926,100,-120,"male"
1927,105,-125,"male"
1928,385,-485,"male"
1929,-255,215,"male"
1930,-110,-110,"female"
1931,415,-525,"male"
1932,-160,150,"male"
1933,-130,110,"female"
1934,-125,105,"male"
1935,-105,-115,"male"
1936,-300,250,"male"
1937,-425,340,"male"
1938,-300,250,"female"
1939,160,-185,"male"
1940,-250,210,"male"
1941,-105,-115,"female"
1942,-335,275,"male"
1943,-225,185,"male"
1944,-300,250,"male"
1945,155,-175,"male"
1946,160,-185,"male"
1947,-190,165,"male"
1948,-175,155,"male"
1949,-275,235,"male"
1950,-300,250,"male"
1951,-1165,750,"male"
1952,-155,135,"male"
1953,160,-185,"male"
1954,-185,160,"male"
1955,-360,300,"male"
1956,-340,280,"male"
1957,135,-155,"male"
1958,170,-200,"male"
1959,-110,-110,"male"
1960,100,-110,"male"
1961,-115,-105,"male"
1962,-270,230,"male"
1963,-365,305,"male"
1964,-450,360,"male"
1965,-355,295,"male"
1966,-225,185,"male"
1967,-185,160,"male"
1968,-105,-115,"male"
1969,-130,110,"male"
1970,-135,115,"male"
1971,-260,220,"male"
1972,-190,165,"female"
1973,-310,255,"female"
1974,105,-125,"male"
1975,-290,245,"male"
1976,-115,-105,"male"
1977,-420,335,"male"
1978,-420,335,"male"
1979,-700,500,"male"
1980,135,-155,"male"
1981,-130,110,"male"
1982,-105,-115,"male"
1983,-185,160,"male"
1984,-350,290,"male"
1985,-525,450,"male"
1986,-135,115,"male"
1987,-250,210,"male"
1988,-140,120,"male"
1989,150,-170,"male"
1990,-275,235,"male"
1991,-265,225,"male"
1992,-260,220,"male"
1993,-175,155,"male"
1994,-275,235,"male"
1995,-115,-105,"male"
1996,-290,245,"male"
1997,125,-145,"male"
1998,295,-355,"male"
1999,-155,135,"male"
2000,-155,135,"male"
2001,-360,300,"male"
2002,-170,150,"male"
2003,-150,130,"male"
2004,130,-150,"male"
2005,-170,150,"male"
2006,-470,375,"male"
2007,-125,105,"male"
2008,-240,200,"male"
2009,-265,245,"male"
2010,-255,215,"male"
2011,-220,180,"male"
2012,140,-160,"male"
2013,-115,-105,"male"
2014,-240,220,"male"
2015,210,-250,"male"
2016,145,-165,"male"
2017,135,-155,"male"
2018,-600,450,"male"
2019,-370,310,"male"
2020,-220,180,"female"
2021,-220,180,"male"
2022,130,-150,"male"
2023,120,-140,"male"
2024,-165,145,"male"
2025,-170,150,"male"
2026,-235,195,"male"
2027,-360,300,"male"
2028,-165,145,"female"
2029,145,-165,"male"
2030,-440,350,"male"
2031,-115,-105,"female"
2032,-220,180,"male"
2033,-140,120,"male"
2034,-110,-110,"male"
2035,-240,200,"male"
2036,110,-130,"male"
2037,-140,120,"male"
2038,-115,-105,"male"
2039,-150,130,"male"
2040,-140,120,"male"
2041,105,-125,"male"
2042,-450,360,"male"
2043,-490,390,"male"
2044,-290,245,"female"
2045,105,-125,"male"
2046,475,-650,"male"
2047,300,-360,"male"
2048,-170,150,"male"
2049,-165,145,"male"
2050,-135,115,"male"
2051,-165,145,"male"
2052,130,-150,"male"
2053,165,-190,"male"
2054,-275,235,"male"
2055,105,-125,"male"
2056,120,-140,"male"
2057,-220,180,"male"
2058,110,-130,"male"
2059,-145,125,"male"
2060,120,-140,"female"
2061,130,-150,"male"
2062,-1000,650,"male"
2063,-225,185,"male"
2064,-410,330,"male"
2065,-145,125,"male"
2066,-310,255,"male"
2067,-640,470,"male"
2068,-170,150,"male"
2069,-150,140,"male"
2070,-355,295,"male"
2071,-360,300,"female"
2072,-230,190,"male"
2073,-800,550,"male"
2074,-145,125,"male"
2075,-250,210,"male"
2076,105,-125,"male"
2077,-115,-105,"male"
2078,270,-330,"male"
2079,120,-140,"female"
2080,135,-155,"male"
2081,-160,140,"male"
2082,-130,110,"male"
2083,270,-330,"male"
2084,-440,350,"male"
2085,425,-550,"male"
2086,-230,190,"male"
2087,-210,175,"male"
2088,130,-150,"male"
2089,-150,130,"male"
2090,155,-175,"male"
2091,115,-135,"male"
2092,190,-230,"male"
2093,-170,150,"male"
2094,-190,165,"male"
2095,115,-135,"male"
2096,-750,525,"female"
2097,-1400,925,"female"
2098,-290,245,"male"
2099,-155,135,"male"
2100,-160,140,"male"
2101,-1000,650,"male"
2102,205,-245,"male"
2103,450,-600,"male"
2104,-135,115,"male"
2105,230,-270,"male"
2106,-420,335,"male"
2107,-400,325,"male"
2108,-130,110,"male"
2109,-320,270,"male"
2110,-525,415,"male"
2111,-525,415,"male"
2112,-280,240,"male"
2113,155,-175,"male"
2114,500,-700,"male"
2115,-130,110,"male"
2116,170,-200,"male"
2117,-170,160,"male"
2118,160,-185,"male"
2119,110,-130,"male"
2120,-170,150,"male"
2121,165,-190,"male"
2122,160,-185,"male"
2123,-240,200,"male"
2124,125,-145,"male"
2125,-130,110,"male"
2126,-550,425,"male"
2127,100,-120,"female"
2128,-145,125,"male"
2129,240,-280,"male"
2130,-155,135,"male"
2131,-330,270,"male"
2132,-255,215,"male"
2133,115,-135,"male"
2134,165,-190,"male"
2135,-340,280,"male"
2136,220,-260,"female"
2137,-270,230,"male"
2138,220,-260,"male"
2139,110,-130,"male"
2140,-265,245,"female"
2141,375,-470,"male"
2142,170,-200,"male"
2143,150,-170,"male"
2144,-345,285,"male"
2145,-400,325,"male"
2146,-420,335,"male"
2147,-240,200,"male"
2148,210,-230,"male"
2149,-290,245,"male"
2150,255,-310,"male"
2151,-365,305,"male"
2152,260,-320,"male"
2153,-115,-105,"male"
2154,-560,430,"male"
2155,-155,135,"male"
2156,-750,525,"male"
2157,-105,-115,"male"
2158,-1500,1000,"female"
2159,350,-440,"male"
2160,130,-150,"male"
2161,-170,150,"female"
2162,-145,125,"male"
2163,195,-235,"male"
2164,105,-125,"male"
2165,-255,215,"male"
2166,170,-200,"male"
2167,150,-170,"male"
2168,-460,365,"male"
2169,-200,170,"male"
2170,-265,225,"female"
2171,135,-145,"male"
2172,220,-260,"male"
2173,-150,130,"male"
2174,140,-160,"male"
2175,210,-250,"male"
2176,-570,435,"male"
2177,120,-140,"male"
2178,-140,120,"male"
2179,-380,315,"male"
2180,-245,205,"male"
2181,-260,220,"female"
2182,-440,350,"male"
2183,-320,260,"male"
2184,-135,115,"male"
2185,-480,383,"male"
2186,105,-125,"male"
2187,105,-125,"male"
2188,-125,105,"male"
2189,775,-1200,"male"
2190,-1700,1100,"female"
2191,-230,190,"male"
2192,-210,175,"male"
2193,360,-450,"male"
2194,-175,155,"male"
2195,160,-185,"male"
2196,-450,360,"female"
2197,-240,200,"male"
2198,165,-190,"male"
2199,-340,280,"male"
2200,-250,210,"male"
2201,120,-140,"male"
2202,-600,450,"male"
2203,-200,170,"male"
2204,-200,170,"female"
2205,-155,135,"male"
2206,-310,255,"male"
2207,-220,180,"male"
2208,-140,120,"male"
2209,-135,115,"male"
2210,-140,120,"male"
2211,-200,170,"male"
2212,-155,135,"male"
2213,130,-150,"female"
2214,-380,340,"male"
2215,-135,115,"male"
2216,-245,205,"male"
2217,-1000,650,"male"
2218,-230,190,"female"
2219,-400,325,"male"
2220,-225,185,"male"
2221,-145,125,"male"
2222,-235,195,"male"
2223,120,-140,"male"
2224,-160,140,"male"
2225,130,-140,"male"
2226,-130,120,"male"
2227,165,-190,"male"
2228,230,-270,"male"
2229,-255,215,"female"
2230,170,-200,"male"
2231,-315,285,"male"
2232,-500,400,"male"
2233,-265,225,"male"
2234,-500,400,"female"
2235,115,-135,"male"
2236,375,-470,"male"
2237,120,-140,"male"
2238,230,-270,"male"
2239,205,-245,"male"
2240,-240,200,"male"
2241,160,-185,"male"
2242,-200,170,"male"
2243,650,-1000,"female"
2244,155,-175,"male"
2245,100,-120,"male"
2246,-470,375,"male"
2247,-105,-115,"male"
2248,-250,210,"male"
2249,120,-130,"male"
2250,165,-190,"male"
2251,145,-165,"male"
2252,-245,205,"male"
2253,150,-170,"male"
2254,500,-700,"male"
2255,-150,130,"male"
2256,375,-470,"male"
2257,-135,115,"male"
2258,-1000,650,"male"
2259,115,-135,"male"
2260,-250,210,"male"
2261,-165,145,"male"
2262,150,-170,"male"
2263,-170,150,"male"
2264,-175,155,"male"
2265,-145,125,"male"
2266,-425,340,"male"
2267,-190,165,"male"
2268,100,-120,"male"
2269,-115,-105,"male"
2270,-900,600,"female"
2271,-150,130,"male"
2272,-370,310,"male"
2273,-150,130,"male"
2274,-260,240,"male"
2275,-160,140,"male"
2276,-165,145,"male"
2277,-190,165,"male"
2278,-235,195,"male"
2279,100,-120,"male"
2280,240,-280,"male"
2281,-460,365,"male"
2282,-170,150,"male"
2283,-500,400,"male"
2284,155,-175,"male"
2285,-235,195,"female"
2286,-1275,825,"male"
2287,120,-140,"male"
2288,-160,150,"male"
2289,415,-525,"male"
2290,-110,-110,"male"
2291,215,-255,"male"
2292,-185,160,"male"
2293,145,-165,"male"
2294,-250,230,"male"
2295,-145,125,"male"
2296,-200,170,"male"
2297,-135,125,"male"
2298,-115,-105,"male"
2299,115,-135,"male"
2300,-170,150,"male"
2301,-210,175,"male"
2302,-175,155,"male"
2303,150,-170,"male"
2304,-350,290,"male"
2305,225,-265,"male"
2306,160,-185,"male"
2307,235,-275,"male"
2308,215,-255,"male"
2309,-130,110,"male"
2310,-150,130,"male"
2311,-105,-115,"male"
2312,230,-270,"male"
2313,345,-430,"male"
2314,-170,150,"female"
2315,135,-155,"male"
2316,-120,100,"male"
2317,-420,335,"male"
2318,-700,500,"male"
2319,-500,400,"male"
2320,-750,525,"male"
2321,-800,550,"male"
2322,-210,175,"male"
2323,-420,335,"male"
2324,265,-325,"male"
2325,-500,400,"male"
2326,-500,400,"male"
2327,-550,425,"male"
2328,-800,550,"male"
2329,115,-135,"male"
2330,105,-125,"male"
2331,135,-155,"male"
2332,320,-390,"male"
2333,190,-230,"male"
2334,-115,-105,"male"
2335,130,-140,"male"
2336,-140,120,"male"
2337,130,-150,"male"
2338,-270,230,"male"
2339,-235,195,"male"
2340,-135,115,"male"
2341,-130,120,"male"
2342,-190,165,"male"
2343,-290,245,"male"
2344,-110,-110,"male"
2345,300,-360,"male"
2346,-220,180,"female"
2347,-130,110,"male"
2348,210,-250,"female"
2349,-140,120,"male"
2350,-230,190,"male"
2351,-980,640,"male"
2352,-170,150,"male"
2353,-145,125,"male"
2354,-110,-110,"male"
2355,335,-420,"male"
2356,-260,220,"male"
2357,178,-215,"female"
2358,-420,335,"male"
2359,-340,280,"male"
2360,-210,175,"male"
2361,105,-125,"female"
2362,-275,235,"female"
2363,125,-145,"male"
2364,-1600,1050,"male"
2365,-155,135,"male"
2366,100,-120,"female"
2367,145,-165,"male"
2368,-105,-115,"male"
2369,-400,325,"male"
2370,285,-345,"male"
2371,135,-155,"male"
2372,-140,120,"male"
2373,-370,310,"male"
2374,-220,180,"male"
2375,100,-120,"male"
2376,190,-230,"male"
2377,-550,425,"female"
2378,150,-170,"male"
2379,-135,115,"male"
2380,-550,425,"male"
2381,-135,115,"male"
2382,-135,115,"male"
2383,185,-225,"female"
2384,135,-155,"male"
2385,-150,130,"male"
2386,-460,365,"male"
2387,-110,-110,"male"
2388,-420,335,"male"
2389,-400,325,"female"
