,r_fighter,r_reach,r_height,b_fighter,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date,winner,reach_win,height_win
2775,santiago ponzinibbio,73,6'0,sean strickland,76,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-22,santiago ponzinibbio,False,False
2776,iuri alcantara,71,5'9,frankie saenz,66,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-22,frankie saenz,False,False
2777,antonio silva,82,6'4,frank mir,79,6'3,ko/tko,1,5 rnd (5-5-5-5-5),00:01:40,keith peterson,2015-02-22,frank mir,False,False
2778,rustam khabilov,73,5'8,adriano martins,72,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-22,adriano martins,False,True
2779,jessica andrade,62,5'1,marion reneau,68,5'6,submission,1,3 rnd (5-5-5),00:01:54,keith peterson,2015-02-22,marion reneau,True,True
2780,edson barboza,75,5'11,michael johnson,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-22,michael johnson,False,False
2781,william macario,75,5'11,matt dwyer,76,6'4,ko/tko,1,3 rnd (5-5-5),00:03:14,keith peterson,2015-02-22,matt dwyer,True,True
2782,tiago dos santos e silva,70,5'9,mike de la torre,71,5'11,ko/tko,1,3 rnd (5-5-5),00:02:59,keith peterson,2015-02-22,mike de la torre,True,True
2783,douglas silva de andrade,68,5'7,cody gibson,71,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-22,douglas silva de andrade,False,False
2784,michel prazeres,67,5'6,kevin lee,77,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-14,kevin lee,True,True
2785,benson henderson,70,5'9,brandon thatch,74,6'2,submission,4,5 rnd (5-5-5-5-5),00:18:58,keith peterson,2015-02-14,benson henderson,False,False
2786,ray borg,63,5'4,chris kelades,68,5'7,submission,3,3 rnd (5-5-5),00:12:56,keith peterson,2015-02-14,ray borg,False,False
2787,chas skelly,72,5'11,jim alers,71,5'9,ko/tko,2,3 rnd (5-5-5),00:09:59,keith peterson,2015-02-14,chas skelly,True,True
2788,neil magny,80,6'3,kiichi kunimoto,71,5'10,submission,3,3 rnd (5-5-5),00:11:22,keith peterson,2015-02-14,neil magny,True,True
2789,max holloway,69,5'11,cole miller,73,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-14,max holloway,False,True
2790,james moontasri,71,5'10,cody pfister,73,5'10,submission,2,3 rnd (5-5-5),00:06:49,keith peterson,2015-02-14,james moontasri,False,True
2791,zach makovsky,64,5'4,tim elliott,66,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-02-14,zach makovsky,False,False
2792,ed herman,77,6'1,derek brunson,77,6'1,ko/tko,1,3 rnd (5-5-5),00:00:36,keith peterson,2015-01-31,derek brunson,False,False
2793,joe lauzon,71,5'10,al iaquinta,70,5'10,ko/tko,2,3 rnd (5-5-5),00:08:34,keith peterson,2015-01-31,al iaquinta,False,False
2794,jordan mein,73,6'0,thiago alves,70,5'9,ko/tko,2,3 rnd (5-5-5),00:05:39,keith peterson,2015-01-31,thiago alves,False,False
2795,tyron woodley,74,5'9,kelvin gastelum,71,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-31,tyron woodley,True,True
2796,ian mccall,64,5'5,john lineker,67,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-31,john lineker,True,False
2797,anderson silva,77,6'2,nick diaz,76,6'1,overturned,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2015-01-31,john lineker,False,False
2798,thales leites,78,6'1,tim boetsch,74,6'0,submission,2,3 rnd (5-5-5),00:08:45,keith peterson,2015-01-31,thales leites,True,True
2799,miesha tate,66,5'6,sara mcmann,66,5'6,decision - majority,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-31,miesha tate,True,True
2800,rafael natal,77,6'0,tom watson,73,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-31,rafael natal,True,False
2801,thiago santos,76,6'2,andy enz,78,6'3,ko/tko,1,3 rnd (5-5-5),00:01:56,keith peterson,2015-01-31,thiago santos,False,False
2802,kenny robertson,74,5'10,sultan aliev,74,5'11,ko/tko,1,3 rnd (5-5-5),00:02:42,keith peterson,2015-01-24,kenny robertson,True,False
2803,alexander gustafsson,79,6'5,anthony johnson,78,6'2,ko/tko,1,5 rnd (5-5-5-5-5),00:02:15,keith peterson,2015-01-24,anthony johnson,False,False
2804,andy ogle,69,5'8,makwan amirkhani,72,5'10,ko/tko,1,3 rnd (5-5-5),00:00:08,keith peterson,2015-01-24,makwan amirkhani,True,True
2805,akira corassani,68,5'8,sam sicilia,67,5'8,ko/tko,1,3 rnd (5-5-5),00:03:26,keith peterson,2015-01-24,sam sicilia,False,False
2806,dan henderson,74,5'11,gegard mousasi,76,6'2,ko/tko,1,3 rnd (5-5-5),00:01:10,keith peterson,2015-01-24,gegard mousasi,True,True
2807,phil davis,79,6'2,ryan bader,74,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-24,ryan bader,False,False
2808,nicholas musoke,75,6'0,albert tumenov,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-24,albert tumenov,False,True
2809,nikita krylov,77,6'3,stanislav nedkov,71,5'11,submission,1,3 rnd (5-5-5),00:01:24,keith peterson,2015-01-24,nikita krylov,True,True
2810,neil seery,64,5'4,chris beal,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-24,neil seery,False,False
2811,zhang lipeng,71,5'11,chris wade,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-18,chris wade,False,False
2812,norman parke,70,5'11,gleison tibau,71,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-18,gleison tibau,True,False
2813,conor mcgregor,74,5'9,dennis siver,70,5'6,ko/tko,2,5 rnd (5-5-5-5-5),00:06:54,keith peterson,2015-01-18,conor mcgregor,True,True
2814,donald cerrone,73,6'1,benson henderson,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-18,donald cerrone,True,True
2815,john howard,72,5'7,lorenz larkin,72,5'11,ko/tko,1,3 rnd (5-5-5),00:02:17,keith peterson,2015-01-18,lorenz larkin,False,True
2816,uriah hall,79,6'0,ron stallings,75,6'2,tko - doctor's stoppage,1,3 rnd (5-5-5),00:03:37,keith peterson,2015-01-18,uriah hall,True,False
2817,cathal pendred,75,6'1,sean spencer,74,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-18,cathal pendred,True,True
2818,johnny case,72,5'10,frankie perez,73,5'11,ko/tko,3,3 rnd (5-5-5),00:11:54,keith peterson,2015-01-18,johnny case,False,False
2819,donald cerrone,73,6'1,myles jury,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-03,donald cerrone,True,True
2820,shawn jordan,75,6'0,jared cannonier,77,5'11,ko/tko,1,3 rnd (5-5-5),00:02:57,keith peterson,2015-01-03,shawn jordan,False,False
2821,brad tavares,74,6'1,nate marquardt,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-03,brad tavares,True,True
2822,hector lombard,71,5'9,joshua burkman,72,5'10,overturned,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-03,brad tavares,False,False
2823,marcus brimage,71,5'4,cody garbrandt,65,5'8,ko/tko,3,3 rnd (5-5-5),00:14:50,keith peterson,2015-01-03,cody garbrandt,False,True
2824,jon jones,84,6'4,daniel cormier,72,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2015-01-03,jon jones,True,True
2825,kyoji horiguchi,66,5'5,louis gaudinot,63,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-03,kyoji horiguchi,True,True
2826,danny castillo,71,5'9,paul felder,70,5'11,ko/tko,2,3 rnd (5-5-5),00:07:09,keith peterson,2015-01-03,paul felder,False,True
2827,evan dunham,70,5'10,rodrigo damm,71,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2015-01-03,evan dunham,False,True
2828,erick silva,74,6'0,mike rhodes,74,6'1,submission,1,3 rnd (5-5-5),00:01:15,keith peterson,2014-12-20,erick silva,True,False
2829,lyoto machida,74,6'1,cb dollaway,76,6'2,ko/tko,1,5 rnd (5-5-5-5-5),00:01:02,keith peterson,2014-12-20,lyoto machida,False,False
2830,antonio carlos junior,79,6'2,patrick cummins,76,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-20,patrick cummins,False,False
2831,renan barao,70,5'6,mitch gagnon,65,5'5,submission,3,3 rnd (5-5-5),00:13:53,keith peterson,2014-12-20,renan barao,True,True
2832,tom niinimaki,69,5'9,renato moicano,72,5'11,submission,2,3 rnd (5-5-5),00:08:30,keith peterson,2014-12-20,renato moicano,True,True
2833,marcos rogerio de lima,75,6'1,igor pokrajac,74,6'0,ko/tko,1,3 rnd (5-5-5),00:01:59,keith peterson,2014-12-20,marcos rogerio de lima,True,True
2834,elias silverio,73,5'11,rashid magomedov,70,5'9,ko/tko,3,3 rnd (5-5-5),00:14:57,keith peterson,2014-12-20,rashid magomedov,False,False
2835,vitor miranda,77,6'1,jake collier,78,6'3,ko/tko,1,3 rnd (5-5-5),00:04:59,keith peterson,2014-12-20,vitor miranda,False,False
2836,leandro issa,69,5'7,yuta sasaki,71,5'10,submission,2,3 rnd (5-5-5),00:09:13,keith peterson,2014-12-20,leandro issa,False,False
2837,marcio alexandre junior,75,6'0,tim means,75,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-20,tim means,False,True
2838,darren elkins,71,5'10,hacran dias,69,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-20,hacran dias,False,False
2839,gabriel gonzaga,76,6'2,matt mitrione,82,6'3,ko/tko,1,3 rnd (5-5-5),00:01:59,keith peterson,2014-12-13,matt mitrione,True,True
2840,joe riggs,70,6'0,ben saunders,77,6'2,submission,1,3 rnd (5-5-5),00:00:57,keith peterson,2014-12-13,ben saunders,True,True
2841,john moraga,66,5'6,willie gates,72,5'8,submission,3,3 rnd (5-5-5),00:14:06,keith peterson,2014-12-13,john moraga,False,False
2842,rafael dos anjos,70,5'8,nate diaz,76,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-13,rafael dos anjos,False,False
2843,alistair overeem,80,6'4,stefan struve,84,6'11,ko/tko,1,3 rnd (5-5-5),00:04:13,keith peterson,2014-12-13,alistair overeem,False,False
2844,claudia gadelha,63,5'4,joanna jedrzejczyk,65,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-13,joanna jedrzejczyk,True,True
2845,jamie varner,71,5'8,drew dober,70,5'8,submission,1,3 rnd (5-5-5),00:01:52,keith peterson,2014-12-13,drew dober,False,False
2846,junior dos santos,77,6'4,stipe miocic,80,6'4,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2014-12-13,junior dos santos,False,True
2847,joe ellenberger,72,5'9,bryan barberena,72,6'0,ko/tko,3,3 rnd (5-5-5),00:13:24,keith peterson,2014-12-13,bryan barberena,False,True
2848,henry cejudo,64,5'4,dustin kimura,71,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-13,henry cejudo,False,False
2849,kj noons,70,5'10,daron cruickshank,72,5'8,could not continue,2,3 rnd (5-5-5),00:05:25,keith peterson,2014-12-12,henry cejudo,False,False
2850,joe proctor,72,5'10,yancy medeiros,75,5'10,submission,1,3 rnd (5-5-5),00:04:37,keith peterson,2014-12-12,yancy medeiros,True,False
2851,jeremy stephens,71,5'9,charles oliveira,74,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-12,charles oliveira,True,True
2852,jessica penne,67,5'5,randa markos,63,5'4,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-12,jessica penne,True,True
2853,carla esparza,63,5'1,rose namajunas,65,5'5,submission,3,5 rnd (5-5-5-5-5),00:11:26,keith peterson,2014-12-12,carla esparza,False,False
2854,bec rawlings,64,5'6,heather clark,64,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-12,heather clark,False,False
2855,joanne calderwood,65,5'6,seo hee ham,62,5'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-12,joanne calderwood,True,True
2856,aisling daly,64,5'2,alex chambers,63,5'3,submission,1,3 rnd (5-5-5),00:04:53,keith peterson,2014-12-12,aisling daly,True,False
2857,tecia torres,60,5'1,angela magana,65,5'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-12,tecia torres,False,True
2858,todd duffee,78,6'3,anthony hamilton,76,6'5,ko/tko,1,3 rnd (5-5-5),00:00:33,keith peterson,2014-12-06,todd duffee,True,False
2859,tony ferguson,76,5'11,abel trujillo,70,5'8,submission,2,3 rnd (5-5-5),00:09:19,keith peterson,2014-12-06,tony ferguson,True,True
2860,anthony pettis,72,5'10,gilbert melendez,73,5'9,submission,2,5 rnd (5-5-5-5-5),00:06:53,keith peterson,2014-12-06,anthony pettis,False,True
2861,eddie gordon,76,6'0,josh samman,79,6'3,ko/tko,2,3 rnd (5-5-5),00:08:08,keith peterson,2014-12-06,josh samman,True,True
2862,travis browne,79,6'6,brendan schaub,78,6'4,ko/tko,1,3 rnd (5-5-5),00:04:50,keith peterson,2014-12-06,travis browne,True,True
2863,urijah faber,67,5'6,francisco rivera,70,5'8,submission,2,3 rnd (5-5-5),00:06:34,keith peterson,2014-12-06,urijah faber,False,False
2864,johny hendricks,69,5'9,robbie lawler,74,5'11,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2014-12-06,robbie lawler,True,True
2865,raquel pennington,67,5'7,ashlee evans-smith,67,5'8,submission,1,3 rnd (5-5-5),00:04:59,keith peterson,2014-12-06,raquel pennington,True,False
2866,sergio pettis,69,5'6,matt hobar,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-06,sergio pettis,False,False
2867,alex white,71,6'0,clay collard,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-12-06,clay collard,True,True
2868,frankie edgar,68,5'6,cub swanson,70,5'8,submission,5,5 rnd (5-5-5-5-5),00:24:56,keith peterson,2014-11-22,frankie edgar,False,False
2869,jared rosholt,75,6'2,aleksei oleinik,80,6'2,ko/tko,1,3 rnd (5-5-5),00:03:21,keith peterson,2014-11-22,aleksei oleinik,True,False
2870,joseph benavidez,65,5'4,dustin ortiz,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,joseph benavidez,True,False
2871,brad pickett,68,5'6,chico camus,66,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,chico camus,False,False
2872,bobby green,71,5'10,edson barboza,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,edson barboza,True,True
2873,matt wiman,68,5'10,isaac vallie-flagg,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,matt wiman,False,True
2874,james vick,76,6'3,nick hein,66,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-22,james vick,True,True
2875,paige vanzant,65,5'4,kailin curran,65,5'4,ko/tko,3,3 rnd (5-5-5),00:12:54,keith peterson,2014-11-22,paige vanzant,True,True
2876,yves edwards,73,5'9,akbarh arreola,71,5'10,submission,1,3 rnd (5-5-5),00:01:52,keith peterson,2014-11-22,akbarh arreola,False,True
2877,fabricio werdum,77,6'4,mark hunt,72,5'10,ko/tko,2,5 rnd (5-5-5-5-5),00:07:27,keith peterson,2014-11-15,fabricio werdum,True,True
2878,ricardo lamas,71,5'8,dennis bermudez,66,5'6,submission,1,3 rnd (5-5-5),00:03:18,keith peterson,2014-11-15,ricardo lamas,True,True
2879,jessica eye,66,5'6,leslie smith,66,5'9,tko - doctor's stoppage,2,3 rnd (5-5-5),00:06:30,keith peterson,2014-11-15,jessica eye,True,False
2880,alejandro perez,67,5'6,jose quinonez,69,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-15,alejandro perez,False,False
2881,jake ellenberger,71,5'9,kelvin gastelum,71,5'9,submission,1,3 rnd (5-5-5),00:04:46,keith peterson,2014-11-15,kelvin gastelum,False,False
2882,edgar garcia,71,5'10,hector urbina,73,5'11,submission,1,3 rnd (5-5-5),00:03:38,keith peterson,2014-11-15,hector urbina,True,True
2883,henry briones,69,5'8,guido cannetti,68,5'6,submission,2,3 rnd (5-5-5),00:06:44,keith peterson,2014-11-15,henry briones,True,True
2884,marco beltran,69,5'8,marlon vera,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-15,marco beltran,False,True
2885,leandro silva,72,5'9,charlie brenneman,70,5'10,submission,1,3 rnd (5-5-5),00:04:15,keith peterson,2014-11-08,leandro silva,True,False
2886,claudio silva,71,5'11,leon edwards,74,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-08,claudio silva,False,False
2887,caio magalhaes,73,6'1,trevor smith,75,6'3,ko/tko,1,3 rnd (5-5-5),00:00:31,keith peterson,2014-11-08,caio magalhaes,False,False
2888,warlley alves,72,5'11,alan jouban,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-08,warlley alves,False,True
2889,mauricio rua,76,6'1,ovince saint preux,80,6'3,ko/tko,1,5 rnd (5-5-5-5-5),00:00:34,keith peterson,2014-11-08,ovince saint preux,True,True
2890,juliana lima,65,5'5,nina ansaroff,64,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-11-08,juliana lima,True,True
2891,luke rockhold,77,6'3,michael bisping,75,6'1,submission,2,5 rnd (5-5-5-5-5),00:05:57,keith peterson,2014-11-07,luke rockhold,True,True
2892,robert whittaker,73,6'0,clint hester,77,6'2,ko/tko,2,3 rnd (5-5-5),00:07:43,keith peterson,2014-11-07,robert whittaker,False,False
2893,richie vaculik,69,5'6,louis smolka,68,5'9,ko/tko,3,3 rnd (5-5-5),00:10:18,keith peterson,2014-11-07,louis smolka,False,True
2894,jake matthews,73,5'11,vagner rocha,73,5'10,submission,2,3 rnd (5-5-5),00:06:52,keith peterson,2014-11-07,jake matthews,True,True
2895,soa palelei,81,6'4,walt harris,77,6'5,ko/tko,2,3 rnd (5-5-5),00:09:49,keith peterson,2014-11-07,soa palelei,True,False
2896,dylan andrews,74,6'1,sam alvey,75,6'2,ko/tko,1,3 rnd (5-5-5),00:02:16,keith peterson,2014-11-07,sam alvey,True,True
2897,ross pearson,69,5'8,al iaquinta,70,5'10,ko/tko,2,3 rnd (5-5-5),00:06:39,keith peterson,2014-11-07,al iaquinta,True,True
2898,vik grujic,73,5'11,chris clements,70,5'10,ko/tko,1,3 rnd (5-5-5),00:03:06,keith peterson,2014-11-07,chris clements,False,False
2899,luke zachrich,74,6'2,daniel kelly,70,6'0,submission,1,3 rnd (5-5-5),00:04:27,keith peterson,2014-11-07,daniel kelly,False,False
2900,william macario,75,5'11,neil magny,80,6'3,ko/tko,3,3 rnd (5-5-5),00:12:40,keith peterson,2014-10-25,neil magny,True,True
2901,diego ferreira,74,5'9,beneil dariush,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-25,beneil dariush,False,True
2902,darren elkins,71,5'10,lucas martins,72,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-25,darren elkins,False,True
2903,glover teixeira,76,6'2,phil davis,79,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-25,phil davis,True,False
2904,yan cabral,73,5'11,naoyuki kotani,66,5'8,submission,2,3 rnd (5-5-5),00:08:06,keith peterson,2014-10-25,yan cabral,True,True
2905,scott jorgensen,66,5'5,wilson reis,65,5'4,submission,1,3 rnd (5-5-5),00:03:28,keith peterson,2014-10-25,wilson reis,False,False
2906,jose aldo,70,5'7,chad mendes,66,5'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2014-10-25,jose aldo,True,True
2907,fabricio camoes,71,5'10,anthony rocco martin,73,6'0,submission,1,3 rnd (5-5-5),00:04:16,keith peterson,2014-10-25,anthony rocco martin,True,False
2908,gilbert burns,71,5'10,christos giagos,71,5'10,submission,1,3 rnd (5-5-5),00:04:57,keith peterson,2014-10-25,gilbert burns,True,True
2909,felipe arantes,73,5'8,andre fili,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-25,andre fili,True,True
2910,nordine taleb,74,6'1,li jingliang,71,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,nordine taleb,True,True
2911,rory macdonald,76,6'0,tarec saffiedine,70,5'10,ko/tko,3,5 rnd (5-5-5-5-5),00:11:28,keith peterson,2014-10-04,rory macdonald,True,True
2912,chad laprise,71,5'10,yosdenis cedeno,69,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,chad laprise,True,True
2913,raphael assuncao,66,5'5,bryan caraway,68,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,raphael assuncao,False,False
2914,daron cruickshank,72,5'8,anthony njokuani,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,daron cruickshank,False,False
2915,paddy holohan,69,5'10,chris kelades,68,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,chris kelades,False,False
2916,jason saggo,71,5'11,paul felder,70,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,paul felder,False,False
2917,albert tumenov,73,5'11,matt dwyer,76,6'4,ko/tko,1,3 rnd (5-5-5),00:01:03,keith peterson,2014-10-04,albert tumenov,False,False
2918,pedro munhoz,65,5'6,jerrod sanders,72,5'8,overturned,1,3 rnd (5-5-5),00:00:39,keith peterson,2014-10-04,albert tumenov,False,False
2919,nicholas musoke,75,6'0,alexander yakovlev,74,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,nicholas musoke,True,False
2920,cathal pendred,75,6'1,gasan umalatov,71,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,cathal pendred,True,True
2921,akira corassani,68,5'8,max holloway,69,5'11,ko/tko,1,3 rnd (5-5-5),00:03:11,keith peterson,2014-10-04,max holloway,True,True
2922,dennis siver,70,5'6,charles rosa,69,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,dennis siver,True,False
2923,gunnar nelson,72,5'11,rick story,71,5'9,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2014-10-04,rick story,False,False
2924,magnus cedenblad,79,6'5,scott askham,75,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2014-10-04,magnus cedenblad,True,True
